State_Index,Mac_Bin,Flood_Bin,Age_Bin,Mac_Range,Flood_Range,Age_Range,Q_EVICT,Q_INC_AGE,Q_DEC_AGE,Q_REBALANCE,Best_Action
384,6,0,0,"Bin 6: [0.750, 0.875]","Bin 0: [0.000, 0.125]","Bin 0: [0.000, 0.125]",-9.3325,-10.526,-10.4041,-10.0586,EVICT
385,6,0,1,"Bin 6: [0.750, 0.875]","Bin 0: [0.000, 0.125]","Bin 1: [0.125, 0.250]",0.0,0.113,0.0,0.4506,REBALANCE
386,6,0,2,"Bin 6: [0.750, 0.875]","Bin 0: [0.000, 0.125]","Bin 2: [0.250, 0.375]",0.1531,0.0,0.0,0.0,EVICT
387,6,0,3,"Bin 6: [0.750, 0.875]","Bin 0: [0.000, 0.125]","Bin 3: [0.375, 0.500]",0.0,0.0,0.0,0.0,EVICT
388,6,0,4,"Bin 6: [0.750, 0.875]","Bin 0: [0.000, 0.125]","Bin 4: [0.500, 0.625]",0.0,0.0,0.0,0.0,EVICT
389,6,0,5,"Bin 6: [0.750, 0.875]","Bin 0: [0.000, 0.125]","Bin 5: [0.625, 0.750]",0.0,0.0,0.0,0.0,EVICT
390,6,0,6,"Bin 6: [0.750, 0.875]","Bin 0: [0.000, 0.125]","Bin 6: [0.750, 0.875]",0.0,0.0,0.0,0.0,EVICT
391,6,0,7,"Bin 6: [0.750, 0.875]","Bin 0: [0.000, 0.125]","Bin 7: [0.875, 1.000]",0.0,0.0,0.0,0.0,EVICT
392,6,1,0,"Bin 6: [0.750, 0.875]","Bin 1: [0.125, 0.250]","Bin 0: [0.000, 0.125]",-6.0974,-6.0959,-6.1578,-6.2324,INC_AGE
393,6,1,1,"Bin 6: [0.750, 0.875]","Bin 1: [0.125, 0.250]","Bin 1: [0.125, 0.250]",0.0,0.0,0.0,0.0,EVICT
394,6,1,2,"Bin 6: [0.750, 0.875]","Bin 1: [0.125, 0.250]","Bin 2: [0.250, 0.375]",0.0,0.0,0.0,0.0,EVICT
395,6,1,3,"Bin 6: [0.750, 0.875]","Bin 1: [0.125, 0.250]","Bin 3: [0.375, 0.500]",0.0,0.0,0.0,0.0,EVICT
396,6,1,4,"Bin 6: [0.750, 0.875]","Bin 1: [0.125, 0.250]","Bin 4: [0.500, 0.625]",0.0,0.0,0.0,0.0,EVICT
397,6,1,5,"Bin 6: [0.750, 0.875]","Bin 1: [0.125, 0.250]","Bin 5: [0.625, 0.750]",0.0,0.0,0.0,0.0,EVICT
398,6,1,6,"Bin 6: [0.750, 0.875]","Bin 1: [0.125, 0.250]","Bin 6: [0.750, 0.875]",0.0,0.0,0.0,0.0,EVICT
399,6,1,7,"Bin 6: [0.750, 0.875]","Bin 1: [0.125, 0.250]","Bin 7: [0.875, 1.000]",0.0,0.0,0.0,0.0,EVICT
400,6,2,0,"Bin 6: [0.750, 0.875]","Bin 2: [0.250, 0.375]","Bin 0: [0.000, 0.125]",-1.4039,-1.6707,-1.343,-0.8915,REBALANCE
401,6,2,1,"Bin 6: [0.750, 0.875]","Bin 2: [0.250, 0.375]","Bin 1: [0.125, 0.250]",0.0,0.0,0.0,0.0,EVICT
402,6,2,2,"Bin 6: [0.750, 0.875]","Bin 2: [0.250, 0.375]","Bin 2: [0.250, 0.375]",0.0,0.0,0.0,0.0,EVICT
403,6,2,3,"Bin 6: [0.750, 0.875]","Bin 2: [0.250, 0.375]","Bin 3: [0.375, 0.500]",0.0,0.0,0.0,0.0,EVICT
404,6,2,4,"Bin 6: [0.750, 0.875]","Bin 2: [0.250, 0.375]","Bin 4: [0.500, 0.625]",0.0,0.0,0.0,0.0,EVICT
405,6,2,5,"Bin 6: [0.750, 0.875]","Bin 2: [0.250, 0.375]","Bin 5: [0.625, 0.750]",0.0,0.0,0.0,0.0,EVICT
406,6,2,6,"Bin 6: [0.750, 0.875]","Bin 2: [0.250, 0.375]","Bin 6: [0.750, 0.875]",0.0,0.0,0.0,0.0,EVICT
407,6,2,7,"Bin 6: [0.750, 0.875]","Bin 2: [0.250, 0.375]","Bin 7: [0.875, 1.000]",0.0,0.0,0.0,0.0,EVICT
408,6,3,0,"Bin 6: [0.750, 0.875]","Bin 3: [0.375, 0.500]","Bin 0: [0.000, 0.125]",0.0,-0.6149,0.0,0.0,EVICT
409,6,3,1,"Bin 6: [0.750, 0.875]","Bin 3: [0.375, 0.500]","Bin 1: [0.125, 0.250]",0.0,0.0,0.0,0.0,EVICT
410,6,3,2,"Bin 6: [0.750, 0.875]","Bin 3: [0.375, 0.500]","Bin 2: [0.250, 0.375]",0.0,0.0,0.0,0.0,EVICT
411,6,3,3,"Bin 6: [0.750, 0.875]","Bin 3: [0.375, 0.500]","Bin 3: [0.375, 0.500]",0.0,0.0,0.0,0.0,EVICT
412,6,3,4,"Bin 6: [0.750, 0.875]","Bin 3: [0.375, 0.500]","Bin 4: [0.500, 0.625]",0.0,0.0,0.0,0.0,EVICT
413,6,3,5,"Bin 6: [0.750, 0.875]","Bin 3: [0.375, 0.500]","Bin 5: [0.625, 0.750]",0.0,0.0,0.0,0.0,EVICT
414,6,3,6,"Bin 6: [0.750, 0.875]","Bin 3: [0.375, 0.500]","Bin 6: [0.750, 0.875]",0.0,0.0,0.0,0.0,EVICT
415,6,3,7,"Bin 6: [0.750, 0.875]","Bin 3: [0.375, 0.500]","Bin 7: [0.875, 1.000]",0.0,0.0,0.0,0.0,EVICT
416,6,4,0,"Bin 6: [0.750, 0.875]","Bin 4: [0.500, 0.625]","Bin 0: [0.000, 0.125]",-1.2496,0.0,0.0,0.0,INC_AGE
417,6,4,1,"Bin 6: [0.750, 0.875]","Bin 4: [0.500, 0.625]","Bin 1: [0.125, 0.250]",0.0,0.0,0.0,0.0,EVICT
418,6,4,2,"Bin 6: [0.750, 0.875]","Bin 4: [0.500, 0.625]","Bin 2: [0.250, 0.375]",0.0,0.0,0.0,0.0,EVICT
419,6,4,3,"Bin 6: [0.750, 0.875]","Bin 4: [0.500, 0.625]","Bin 3: [0.375, 0.500]",0.0,0.0,0.0,0.0,EVICT
420,6,4,4,"Bin 6: [0.750, 0.875]","Bin 4: [0.500, 0.625]","Bin 4: [0.500, 0.625]",0.0,0.0,0.0,0.0,EVICT
421,6,4,5,"Bin 6: [0.750, 0.875]","Bin 4: [0.500, 0.625]","Bin 5: [0.625, 0.750]",0.0,0.0,0.0,0.0,EVICT
422,6,4,6,"Bin 6: [0.750, 0.875]","Bin 4: [0.500, 0.625]","Bin 6: [0.750, 0.875]",0.0,0.0,0.0,0.0,EVICT
423,6,4,7,"Bin 6: [0.750, 0.875]","Bin 4: [0.500, 0.625]","Bin 7: [0.875, 1.000]",0.0,0.0,0.0,0.0,EVICT
424,6,5,0,"Bin 6: [0.750, 0.875]","Bin 5: [0.625, 0.750]","Bin 0: [0.000, 0.125]",0.0,0.0,0.0,0.0,EVICT
425,6,5,1,"Bin 6: [0.750, 0.875]","Bin 5: [0.625, 0.750]","Bin 1: [0.125, 0.250]",0.0,0.0,0.0,0.0,EVICT
426,6,5,2,"Bin 6: [0.750, 0.875]","Bin 5: [0.625, 0.750]","Bin 2: [0.250, 0.375]",0.0,0.0,0.0,0.0,EVICT
427,6,5,3,"Bin 6: [0.750, 0.875]","Bin 5: [0.625, 0.750]","Bin 3: [0.375, 0.500]",0.0,0.0,0.0,0.0,EVICT
428,6,5,4,"Bin 6: [0.750, 0.875]","Bin 5: [0.625, 0.750]","Bin 4: [0.500, 0.625]",0.0,0.0,0.0,0.0,EVICT
429,6,5,5,"Bin 6: [0.750, 0.875]","Bin 5: [0.625, 0.750]","Bin 5: [0.625, 0.750]",0.0,0.0,0.0,0.0,EVICT
430,6,5,6,"Bin 6: [0.750, 0.875]","Bin 5: [0.625, 0.750]","Bin 6: [0.750, 0.875]",0.0,0.0,0.0,0.0,EVICT
431,6,5,7,"Bin 6: [0.750, 0.875]","Bin 5: [0.625, 0.750]","Bin 7: [0.875, 1.000]",0.0,0.0,0.0,0.0,EVICT
432,6,6,0,"Bin 6: [0.750, 0.875]","Bin 6: [0.750, 0.875]","Bin 0: [0.000, 0.125]",0.0,0.0,0.0,0.0,EVICT
433,6,6,1,"Bin 6: [0.750, 0.875]","Bin 6: [0.750, 0.875]","Bin 1: [0.125, 0.250]",0.0,0.0,0.0,0.0,EVICT
434,6,6,2,"Bin 6: [0.750, 0.875]","Bin 6: [0.750, 0.875]","Bin 2: [0.250, 0.375]",0.0,0.0,0.0,0.0,EVICT
435,6,6,3,"Bin 6: [0.750, 0.875]","Bin 6: [0.750, 0.875]","Bin 3: [0.375, 0.500]",0.0,0.0,0.0,0.0,EVICT
436,6,6,4,"Bin 6: [0.750, 0.875]","Bin 6: [0.750, 0.875]","Bin 4: [0.500, 0.625]",0.0,0.0,0.0,0.0,EVICT
437,6,6,5,"Bin 6: [0.750, 0.875]","Bin 6: [0.750, 0.875]","Bin 5: [0.625, 0.750]",0.0,0.0,0.0,0.0,EVICT
438,6,6,6,"Bin 6: [0.750, 0.875]","Bin 6: [0.750, 0.875]","Bin 6: [0.750, 0.875]",0.0,0.0,0.0,0.0,EVICT
439,6,6,7,"Bin 6: [0.750, 0.875]","Bin 6: [0.750, 0.875]","Bin 7: [0.875, 1.000]",0.0,0.0,0.0,0.0,EVICT
440,6,7,0,"Bin 6: [0.750, 0.875]","Bin 7: [0.875, 1.000]","Bin 0: [0.000, 0.125]",0.0,0.0,0.0,0.0,EVICT
441,6,7,1,"Bin 6: [0.750, 0.875]","Bin 7: [0.875, 1.000]","Bin 1: [0.125, 0.250]",0.0,0.0,0.0,0.0,EVICT
442,6,7,2,"Bin 6: [0.750, 0.875]","Bin 7: [0.875, 1.000]","Bin 2: [0.250, 0.375]",0.0,0.0,0.0,0.0,EVICT
443,6,7,3,"Bin 6: [0.750, 0.875]","Bin 7: [0.875, 1.000]","Bin 3: [0.375, 0.500]",0.0,0.0,0.0,0.0,EVICT
444,6,7,4,"Bin 6: [0.750, 0.875]","Bin 7: [0.875, 1.000]","Bin 4: [0.500, 0.625]",0.0,0.0,0.0,0.0,EVICT
445,6,7,5,"Bin 6: [0.750, 0.875]","Bin 7: [0.875, 1.000]","Bin 5: [0.625, 0.750]",0.0,0.0,0.0,0.0,EVICT
446,6,7,6,"Bin 6: [0.750, 0.875]","Bin 7: [0.875, 1.000]","Bin 6: [0.750, 0.875]",0.0,0.0,0.0,0.0,EVICT
447,6,7,7,"Bin 6: [0.750, 0.875]","Bin 7: [0.875, 1.000]","Bin 7: [0.875, 1.000]",0.0,0.0,0.0,0.0,EVICT
448,7,0,0,"Bin 7: [0.875, 1.000]","Bin 0: [0.000, 0.125]","Bin 0: [0.000, 0.125]",-9.2422,-8.8874,-8.7695,-9.0721,DEC_AGE
449,7,0,1,"Bin 7: [0.875, 1.000]","Bin 0: [0.000, 0.125]","Bin 1: [0.125, 0.250]",-0.5954,-0.459,-0.0014,0.0,REBALANCE
450,7,0,2,"Bin 7: [0.875, 1.000]","Bin 0: [0.000, 0.125]","Bin 2: [0.250, 0.375]",0.0,0.0,0.0,0.0,EVICT
451,7,0,3,"Bin 7: [0.875, 1.000]","Bin 0: [0.000, 0.125]","Bin 3: [0.375, 0.500]",0.0,0.0,0.0,0.0,EVICT
452,7,0,4,"Bin 7: [0.875, 1.000]","Bin 0: [0.000, 0.125]","Bin 4: [0.500, 0.625]",0.0,0.0,0.0,0.0,EVICT
453,7,0,5,"Bin 7: [0.875, 1.000]","Bin 0: [0.000, 0.125]","Bin 5: [0.625, 0.750]",0.0,0.0,0.0,0.0,EVICT
454,7,0,6,"Bin 7: [0.875, 1.000]","Bin 0: [0.000, 0.125]","Bin 6: [0.750, 0.875]",0.0,0.0,0.0,0.0,EVICT
455,7,0,7,"Bin 7: [0.875, 1.000]","Bin 0: [0.000, 0.125]","Bin 7: [0.875, 1.000]",0.0,0.0,0.0,0.0,EVICT
456,7,1,0,"Bin 7: [0.875, 1.000]","Bin 1: [0.125, 0.250]","Bin 0: [0.000, 0.125]",-5.5203,-3.6907,-4.0468,-4.2552,INC_AGE
457,7,1,1,"Bin 7: [0.875, 1.000]","Bin 1: [0.125, 0.250]","Bin 1: [0.125, 0.250]",0.0,0.0,0.0,0.0,EVICT
458,7,1,2,"Bin 7: [0.875, 1.000]","Bin 1: [0.125, 0.250]","Bin 2: [0.250, 0.375]",0.0,0.0,0.0,0.0,EVICT
459,7,1,3,"Bin 7: [0.875, 1.000]","Bin 1: [0.125, 0.250]","Bin 3: [0.375, 0.500]",0.0,0.0,0.0,0.0,EVICT
460,7,1,4,"Bin 7: [0.875, 1.000]","Bin 1: [0.125, 0.250]","Bin 4: [0.500, 0.625]",0.0,0.0,0.0,0.0,EVICT
461,7,1,5,"Bin 7: [0.875, 1.000]","Bin 1: [0.125, 0.250]","Bin 5: [0.625, 0.750]",0.0,0.0,0.0,0.0,EVICT
462,7,1,6,"Bin 7: [0.875, 1.000]","Bin 1: [0.125, 0.250]","Bin 6: [0.750, 0.875]",0.0,0.0,0.0,0.0,EVICT
463,7,1,7,"Bin 7: [0.875, 1.000]","Bin 1: [0.125, 0.250]","Bin 7: [0.875, 1.000]",0.0,0.0,0.0,0.0,EVICT
464,7,2,0,"Bin 7: [0.875, 1.000]","Bin 2: [0.250, 0.375]","Bin 0: [0.000, 0.125]",-4.9128,-2.2034,-1.8337,-2.1313,DEC_AGE
465,7,2,1,"Bin 7: [0.875, 1.000]","Bin 2: [0.250, 0.375]","Bin 1: [0.125, 0.250]",0.0,0.0,0.0,0.0,EVICT
466,7,2,2,"Bin 7: [0.875, 1.000]","Bin 2: [0.250, 0.375]","Bin 2: [0.250, 0.375]",0.0,0.0,0.0,0.0,EVICT
467,7,2,3,"Bin 7: [0.875, 1.000]","Bin 2: [0.250, 0.375]","Bin 3: [0.375, 0.500]",0.0,0.0,0.0,0.0,EVICT
468,7,2,4,"Bin 7: [0.875, 1.000]","Bin 2: [0.250, 0.375]","Bin 4: [0.500, 0.625]",0.0,0.0,0.0,0.0,EVICT
469,7,2,5,"Bin 7: [0.875, 1.000]","Bin 2: [0.250, 0.375]","Bin 5: [0.625, 0.750]",0.0,0.0,0.0,0.0,EVICT
470,7,2,6,"Bin 7: [0.875, 1.000]","Bin 2: [0.250, 0.375]","Bin 6: [0.750, 0.875]",0.0,0.0,0.0,0.0,EVICT
471,7,2,7,"Bin 7: [0.875, 1.000]","Bin 2: [0.250, 0.375]","Bin 7: [0.875, 1.000]",0.0,0.0,0.0,0.0,EVICT
472,7,3,0,"Bin 7: [0.875, 1.000]","Bin 3: [0.375, 0.500]","Bin 0: [0.000, 0.125]",-0.774,-0.5118,-0.5422,-0.5347,INC_AGE
473,7,3,1,"Bin 7: [0.875, 1.000]","Bin 3: [0.375, 0.500]","Bin 1: [0.125, 0.250]",0.0,0.0,0.0,0.0,EVICT
474,7,3,2,"Bin 7: [0.875, 1.000]","Bin 3: [0.375, 0.500]","Bin 2: [0.250, 0.375]",0.0,0.0,0.0,0.0,EVICT
475,7,3,3,"Bin 7: [0.875, 1.000]","Bin 3: [0.375, 0.500]","Bin 3: [0.375, 0.500]",0.0,0.0,0.0,0.0,EVICT
476,7,3,4,"Bin 7: [0.875, 1.000]","Bin 3: [0.375, 0.500]","Bin 4: [0.500, 0.625]",0.0,0.0,0.0,0.0,EVICT
477,7,3,5,"Bin 7: [0.875, 1.000]","Bin 3: [0.375, 0.500]","Bin 5: [0.625, 0.750]",0.0,0.0,0.0,0.0,EVICT
478,7,3,6,"Bin 7: [0.875, 1.000]","Bin 3: [0.375, 0.500]","Bin 6: [0.750, 0.875]",0.0,0.0,0.0,0.0,EVICT
479,7,3,7,"Bin 7: [0.875, 1.000]","Bin 3: [0.375, 0.500]","Bin 7: [0.875, 1.000]",0.0,0.0,0.0,0.0,EVICT
480,7,4,0,"Bin 7: [0.875, 1.000]","Bin 4: [0.500, 0.625]","Bin 0: [0.000, 0.125]",-0.0009,-0.0236,0.0,0.0,DEC_AGE
481,7,4,1,"Bin 7: [0.875, 1.000]","Bin 4: [0.500, 0.625]","Bin 1: [0.125, 0.250]",0.0,0.0,0.0,0.0,EVICT
482,7,4,2,"Bin 7: [0.875, 1.000]","Bin 4: [0.500, 0.625]","Bin 2: [0.250, 0.375]",0.0,0.0,0.0,0.0,EVICT
483,7,4,3,"Bin 7: [0.875, 1.000]","Bin 4: [0.500, 0.625]","Bin 3: [0.375, 0.500]",0.0,0.0,0.0,0.0,EVICT
484,7,4,4,"Bin 7: [0.875, 1.000]","Bin 4: [0.500, 0.625]","Bin 4: [0.500, 0.625]",0.0,0.0,0.0,0.0,EVICT
485,7,4,5,"Bin 7: [0.875, 1.000]","Bin 4: [0.500, 0.625]","Bin 5: [0.625, 0.750]",0.0,0.0,0.0,0.0,EVICT
486,7,4,6,"Bin 7: [0.875, 1.000]","Bin 4: [0.500, 0.625]","Bin 6: [0.750, 0.875]",0.0,0.0,0.0,0.0,EVICT
487,7,4,7,"Bin 7: [0.875, 1.000]","Bin 4: [0.500, 0.625]","Bin 7: [0.875, 1.000]",0.0,0.0,0.0,0.0,EVICT
488,7,5,0,"Bin 7: [0.875, 1.000]","Bin 5: [0.625, 0.750]","Bin 0: [0.000, 0.125]",0.0,0.0,0.0,0.0,EVICT
489,7,5,1,"Bin 7: [0.875, 1.000]","Bin 5: [0.625, 0.750]","Bin 1: [0.125, 0.250]",0.0,0.0,0.0,0.0,EVICT
490,7,5,2,"Bin 7: [0.875, 1.000]","Bin 5: [0.625, 0.750]","Bin 2: [0.250, 0.375]",0.0,0.0,0.0,0.0,EVICT
491,7,5,3,"Bin 7: [0.875, 1.000]","Bin 5: [0.625, 0.750]","Bin 3: [0.375, 0.500]",0.0,0.0,0.0,0.0,EVICT
492,7,5,4,"Bin 7: [0.875, 1.000]","Bin 5: [0.625, 0.750]","Bin 4: [0.500, 0.625]",0.0,0.0,0.0,0.0,EVICT
493,7,5,5,"Bin 7: [0.875, 1.000]","Bin 5: [0.625, 0.750]","Bin 5: [0.625, 0.750]",0.0,0.0,0.0,0.0,EVICT
494,7,5,6,"Bin 7: [0.875, 1.000]","Bin 5: [0.625, 0.750]","Bin 6: [0.750, 0.875]",0.0,0.0,0.0,0.0,EVICT
495,7,5,7,"Bin 7: [0.875, 1.000]","Bin 5: [0.625, 0.750]","Bin 7: [0.875, 1.000]",0.0,0.0,0.0,0.0,EVICT
496,7,6,0,"Bin 7: [0.875, 1.000]","Bin 6: [0.750, 0.875]","Bin 0: [0.000, 0.125]",0.0,0.0,0.0,0.0,EVICT
497,7,6,1,"Bin 7: [0.875, 1.000]","Bin 6: [0.750, 0.875]","Bin 1: [0.125, 0.250]",0.0,0.0,0.0,0.0,EVICT
498,7,6,2,"Bin 7: [0.875, 1.000]","Bin 6: [0.750, 0.875]","Bin 2: [0.250, 0.375]",0.0,0.0,0.0,0.0,EVICT
499,7,6,3,"Bin 7: [0.875, 1.000]","Bin 6: [0.750, 0.875]","Bin 3: [0.375, 0.500]",0.0,0.0,0.0,0.0,EVICT
500,7,6,4,"Bin 7: [0.875, 1.000]","Bin 6: [0.750, 0.875]","Bin 4: [0.500, 0.625]",0.0,0.0,0.0,0.0,EVICT
501,7,6,5,"Bin 7: [0.875, 1.000]","Bin 6: [0.750, 0.875]","Bin 5: [0.625, 0.750]",0.0,0.0,0.0,0.0,EVICT
502,7,6,6,"Bin 7: [0.875, 1.000]","Bin 6: [0.750, 0.875]","Bin 6: [0.750, 0.875]",0.0,0.0,0.0,0.0,EVICT
503,7,6,7,"Bin 7: [0.875, 1.000]","Bin 6: [0.750, 0.875]","Bin 7: [0.875, 1.000]",0.0,0.0,0.0,0.0,EVICT
504,7,7,0,"Bin 7: [0.875, 1.000]","Bin 7: [0.875, 1.000]","Bin 0: [0.000, 0.125]",0.0,0.0,0.0,0.0,EVICT
505,7,7,1,"Bin 7: [0.875, 1.000]","Bin 7: [0.875, 1.000]","Bin 1: [0.125, 0.250]",0.0,0.0,0.0,0.0,EVICT
506,7,7,2,"Bin 7: [0.875, 1.000]","Bin 7: [0.875, 1.000]","Bin 2: [0.250, 0.375]",0.0,0.0,0.0,0.0,EVICT
507,7,7,3,"Bin 7: [0.875, 1.000]","Bin 7: [0.875, 1.000]","Bin 3: [0.375, 0.500]",0.0,0.0,0.0,0.0,EVICT
508,7,7,4,"Bin 7: [0.875, 1.000]","Bin 7: [0.875, 1.000]","Bin 4: [0.500, 0.625]",0.0,0.0,0.0,0.0,EVICT
509,7,7,5,"Bin 7: [0.875, 1.000]","Bin 7: [0.875, 1.000]","Bin 5: [0.625, 0.750]",0.0,0.0,0.0,0.0,EVICT
510,7,7,6,"Bin 7: [0.875, 1.000]","Bin 7: [0.875, 1.000]","Bin 6: [0.750, 0.875]",0.0,0.0,0.0,0.0,EVICT
511,7,7,7,"Bin 7: [0.875, 1.000]","Bin 7: [0.875, 1.000]","Bin 7: [0.875, 1.000]",0.0,0.0,0.0,0.0,EVICT
